step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
40,0.9200,-0.2644,0.0196,0.4510,-0.9501,-0.0794,0.0413,1.6600,-0.2048,0.0673,-0.9067,0.0006,0.0448,1.6329,-0.2228,0.0603,0.9826,-0.1649,-0.5600,1.3139,-0.1167,-0.4937,1.1405,0.1172,-0.2687,1.2106,-0.6148,-0.0102,60.70,30.18,-88.64,-112.45,-11.58,12.89,-67.15,-15.54,-13.82,18.38,-15.45,1.18,0.1495,1.1030,-3.1100,0.9443,-0.1434,0.8342,-4.9032,-0.4355,-0.1373,4.3425,-0.6339,0.2949,0.50,0.00,0.00,0
41,0.9400,-0.2660,0.0194,0.4448,-0.9228,-0.0785,0.0466,1.6775,-0.2045,0.0717,-0.8825,0.0009,0.0472,1.6556,-0.2213,0.0687,1.5107,-0.0653,-0.3723,0.9025,-0.0760,1.0479,1.5140,0.2051,-0.2061,0.9379,0.1587,0.9481,58.70,23.39,-72.73,-120.00,-17.96,-1.23,-79.52,-0.19,-25.54,27.89,-14.44,-3.47,0.3279,0.6765,-2.5108,0.2487,-0.6030,0.6432,-5.1111,-0.0874,-0.7310,4.7245,-0.4119,0.2267,0.50,0.00,0.00,0
42,0.9600,-0.2678,0.0187,0.4376,-0.8999,-0.0779,0.0522,1.6981,-0.2033,0.0709,-0.8636,0.0036,0.0542,1.6823,-0.2235,0.0720,0.7642,-0.4482,-0.2825,1.2279,-0.0172,0.3050,0.6557,0.0886,0.0314,1.5407,-0.5047,0.0543,64.03,52.05,-91.98,-120.00,-31.12,8.78,-88.28,-7.80,-31.41,86.63,-15.75,-2.19,0.5405,1.8389,-3.3183,0.1124,-1.5049,0.8642,-5.4738,-0.3229,-0.9606,6.4493,-0.6505,0.1521,0.50,0.00,0.00,0
43,0.9800,-0.2701,0.0181,0.4264,-0.8972,-0.0774,0.0596,1.7317,-0.2022,0.0660,-0.8647,0.0030,0.0592,1.7233,-0.2242,0.0627,-0.5986,-0.2256,-0.0690,2.2114,0.2982,-2.5274,-0.4576,-0.0075,-0.0689,2.3144,-0.4300,-0.3507,81.96,86.74,-120.00,-120.00,-32.57,13.54,-103.42,-27.04,-30.58,120.00,-9.75,5.57,1.0353,3.1551,-5.1606,0.1586,-1.5918,1.1761,-6.2578,-1.0158,-1.0131,7.8994,-0.2250,0.5505,0.50,0.00,0.00,0
44,1.0000,-0.2733,0.0178,0.4122,-0.9120,-0.0701,0.0668,1.7758,-0.2019,0.0706,-0.8829,0.0111,0.0622,1.7691,-0.2251,0.0663,-1.1139,1.0474,0.2063,2.2666,-0.0618,-0.2328,-1.6238,1.8924,0.8123,2.0549,-0.1691,1.3149,70.64,63.01,-120.00,-120.00,-30.52,1.86,-90.67,-35.95,-25.34,80.88,0.88,6.53,0.4526,2.4512,-5.5829,0.8494,-1.4315,0.7722,-5.9994,-1.2579,-0.6456,6.6206,0.6743,0.9330,0.50,0.00,0.00,0
45,1.0200,-0.2749,0.0167,0.3983,-0.9201,-0.0693,0.0642,1.8226,-0.2015,0.0703,-0.8866,0.0107,0.0568,1.8140,-0.2218,0.0789,0.1665,0.6120,0.5995,2.1270,-0.1184,1.2677,0.2454,-0.2763,-0.0945,2.1479,-0.1980,0.4715,97.17,54.26,-120.00,-120.00,-15.71,9.41,-104.71,-25.56,-16.87,54.01,-5.34,7.21,1.5382,1.7920,-5.1113,0.2996,-0.4320,0.4259,-6.3237,-0.9622,-0.5406,6.1510,0.1206,0.8943,0.50,0.00,0.00,0
46,1.0400,-0.2745,0.0165,0.3999,-0.8601,-0.0744,0.0569,1.8184,-0.2007,0.0703,-0.8221,0.0071,0.0513,1.8078,-0.2156,0.0777,3.2083,-0.5896,-0.5163,-0.5493,0.0438,-0.1039,3.4718,-0.2443,-0.3727,-0.5987,0.1719,-0.3723,71.32,50.62,-120.00,-120.00,-17.65,3.76,-120.00,-20.21,-12.73,67.86,-14.72,7.76,1.3120,1.6730,-4.7503,0.1739,-0.5871,0.6842,-6.3267,-0.7951,-0.4137,6.1402,-0.3887,0.7568,0.50,0.00,0.00,0
47,1.0600,-0.2745,0.0164,0.3982,-0.8248,-0.0756,0.0575,1.8228,-0.2005,0.0706,-0.7874,0.0062,0.0517,1.8138,-0.2281,0.0714,0.5728,-0.4964,-0.4287,0.8277,-0.0801,-0.4417,0.5980,0.0589,-0.1874,0.9512,-0.7763,-0.2721,72.36,56.68,-105.85,-120.00,-17.20,4.15,-119.73,-13.57,-39.97,112.34,-21.47,-0.23,1.1630,2.0451,-3.8741,0.1273,-0.5550,0.9063,-6.4098,-0.5696,-1.3501,7.5719,-1.0970,0.2143,0.50,0.00,0.00,0
48,1.0800,-0.2747,0.0166,0.3969,-0.7970,-0.0727,0.0657,1.8224,-0.1991,0.0726,-0.7659,0.0086,0.0597,1.8201,-0.2280,0.0619,1.8937,0.3835,0.9602,-0.2490,-0.2010,1.5599,1.4587,-0.5074,0.5018,0.1672,-0.3387,-0.2425,70.16,49.35,-94.88,-120.00,8.47,5.29,-120.00,-26.81,-48.21,97.17,-44.77,0.57,1.2536,1.7545,-3.4223,0.2556,1.1993,0.5284,-8.2426,-0.8255,-1.5014,7.0161,-2.5013,0.1974,0.50,0.00,0.00,0
49,1.1000,-0.2748,0.0167,0.3962,-0.7734,-0.0722,0.0672,1.8230,-0.1989,0.0726,-0.7430,0.0111,0.0617,1.8218,-0.2264,0.0712,1.3822,0.1171,0.3440,0.0830,0.0147,1.6844,1.8425,-0.1099,-0.0955,-0.5747,1.2186,0.5054,98.74,86.57,-120.00,-120.00,19.42,20.43,-120.00,-22.39,-68.62,120.00,-18.47,1.84,2.4786,3.1237,-5.2754,0.1647,1.8669,1.4616,-6.9503,-0.8321,-2.4503,10.5810,-0.4772,0.5046,0.50,0.00,0.00,0
50,1.1200,-0.2746,0.0165,0.3961,-0.7679,-0.0773,0.0581,1.8249,-0.1970,0.0711,-0.7320,0.0056,0.0522,1.8202,-0.2269,0.0785,-0.1921,0.1241,0.4518,-0.0526,-0.0410,0.4848,-0.1404,-0.5452,0.0436,0.0891,-0.2577,0.2742,31.46,30.68,-58.42,-98.82,44.48,-14.17,-120.00,-21.86,-7.21,-11.16,-40.83,-0.68,-0.4504,0.7986,-2.2747,1.8775,3.5686,-0.6618,-8.3669,-0.8632,-0.1851,4.1542,-2.2774,0.3291,0.50,0.00,0.00,0
51,1.1400,-0.2742,0.0159,0.3963,-0.7730,-0.0847,0.0431,1.8276,-0.1912,0.0717,-0.7271,0.0001,0.0379,1.8158,-0.2265,0.0743,-0.2249,-0.6355,-1.5113,0.3169,0.1703,-0.6096,0.6020,-0.1459,-1.2966,-0.4329,-0.3824,-0.2148,120.00,37.58,-116.12,-120.00,50.00,12.30,-120.00,10.99,-98.06,120.00,-24.64,-0.91,5.9865,1.2069,-4.4800,-0.3575,7.0207,1.1759,-8.3015,0.4011,-3.8293,14.8344,-1.2144,0.1870,0.50,0.00,0.00,0
52,1.1600,-0.2746,0.0150,0.3964,-0.7803,-0.0807,0.0453,1.8219,-0.1843,0.0681,-0.7401,0.0081,0.0439,1.8142,-0.2414,0.0678,-0.8675,-0.0204,-0.1012,-0.3085,0.3158,-0.6285,-1.4094,0.8718,0.4771,0.2496,0.5734,-0.2098,16.49,6.61,-18.35,-71.88,50.00,-14.05,-120.00,-22.20,4.70,-4.78,-50.00,-10.04,-1.0877,0.1213,-0.3713,2.4862,9.8341,-0.6372,-10.2539,-0.8031,0.5001,4.3558,-3.0952,-0.4548,0.50,0.00,0.00,0
53,1.1800,-0.2743,0.0125,0.3973,-0.7801,-0.0677,0.0584,1.8080,-0.1781,0.0645,-0.7555,0.0196,0.0592,1.8172,-0.2254,0.0701,0.2008,0.9164,0.9683,-0.6402,0.2247,0.2131,-0.6411,0.5088,0.8260,0.2018,-0.0250,0.5090,114.49,34.83,-93.25,-120.00,50.00,5.44,-114.66,-8.42,-75.99,120.00,-31.58,-8.43,2.8853,1.2236,-3.4040,1.1357,8.7741,0.5990,-6.3046,-0.1672,-2.7148,12.7210,-1.5587,-0.2036,0.50,0.00,0.00,0
54,1.2000,-0.2742,0.0105,0.3972,-0.7919,-0.0563,0.0653,1.8012,-0.1752,0.0627,-0.7762,0.0317,0.0725,1.8188,-0.2371,0.0674,-0.0420,0.2111,-0.2293,-0.6457,0.1231,-0.0600,0.1377,0.3644,-0.0875,-0.5749,-0.8195,-0.9781,36.78,45.18,-61.61,-44.64,50.00,3.65,-120.00,-33.97,17.62,119.19,-50.00,-14.60,-0.5909,1.7185,-2.1084,3.2665,9.9194,0.4886,-7.9652,-1.1693,1.0952,7.8151,-3.1533,-0.9036,0.50,0.00,0.00,0
55,1.2200,-0.2734,0.0082,0.3991,-0.8008,-0.0482,0.0533,1.7967,-0.1764,0.0613,-0.7811,0.0388,0.0603,1.8096,-0.2267,0.0648,-0.7128,0.5859,-0.4763,0.1232,-0.3364,0.2231,-0.5336,0.5149,-0.4585,-0.2017,0.8898,0.6793,120.00,20.30,-73.17,-120.00,50.00,6.80,-120.00,-8.26,-100.88,120.00,-50.00,-11.29,4.0985,0.7505,-2.7734,0.4936,7.0031,0.7743,-9.2634,-0.1033,-3.8861,11.7766,-3.3257,-0.3748,0.50,0.00,0.00,0
56,1.2400,-0.2733,0.0065,0.3981,-0.8202,-0.0351,0.0609,1.7947,-0.1823,0.0596,-0.8091,0.0507,0.0707,1.8139,-0.2330,0.0706,-0.0139,0.6882,1.1124,-0.8093,0.1010,0.1073,-0.8180,0.5349,1.1330,0.0012,0.1373,-0.1598,44.84,17.28,-54.46,-71.85,50.00,0.52,-120.00,-26.03,-14.48,103.32,-50.00,-13.42,-0.0163,0.6639,-1.7772,2.3370,6.2020,0.2625,-10.6300,-0.7681,-0.1447,7.2356,-3.8134,-0.6433,0.50,0.00,0.00,0
57,1.2600,-0.2723,0.0044,0.4014,-0.8118,-0.0219,0.0737,1.7768,-0.1871,0.0579,-0.8131,0.0619,0.0849,1.8094,-0.2214,0.0710,0.3460,0.8766,0.9194,-0.7092,-0.2881,0.0205,-0.3385,0.5632,0.8191,-0.0947,0.5093,0.0489,113.77,37.06,-66.87,-96.57,39.10,13.11,-120.00,-8.24,-63.59,120.00,-37.52,-11.44,2.7756,1.5350,-2.2434,1.6310,3.2131,1.0998,-7.1078,0.0042,-2.0837,11.1986,-1.8806,-0.4681,0.50,0.00,0.00,0
58,1.2800,-0.2717,0.0017,0.4017,-0.8259,-0.0074,0.0810,1.7712,-0.1839,0.0387,-0.8357,0.0759,0.0941,1.8112,-0.2363,0.0696,-2.0600,0.9601,0.4001,0.4826,-0.1489,0.7387,-2.4462,0.8100,0.3123,0.8339,0.1288,0.0004,46.74,14.24,-54.50,-64.02,28.84,8.64,-120.00,-7.99,-8.88,120.00,-49.47,-7.23,-0.2744,0.6954,-1.7990,2.6061,2.5909,0.8269,-8.8713,0.1024,0.0634,8.0843,-2.8521,-0.2083,0.50,0.00,0.00,0
59,1.3000,-0.2706,-0.0022,0.4029,-0.8443,0.0085,0.0741,1.7695,-0.1876,0.0523,-0.8517,0.0893,0.0879,1.8070,-0.2276,0.0705,-1.4324,0.9529,0.0795,0.2229,-0.2719,0.0557,-1.5547,0.6794,-0.0391,0.2746,0.5244,-0.0044,101.89,14.43,-70.54,-89.27,32.11,15.47,-120.00,-18.43,-38.84,120.00,-50.00,-12.06,1.9033,0.7527,-2.5385,1.9165,2.7415,1.1724,-10.2761,-0.2690,-1.2257,9.8648,-3.3302,-0.5202,0.50,0.00,0.00,0
60,1.3200,-0.2698,-0.0067,0.4030,-0.8675,0.0224,0.0674,1.7685,-0.1802,0.0478,-0.8741,0.1049,0.0849,1.8047,-0.2274,0.0674,-1.1279,-0.1044,-2.1568,-0.4645,-1.2924,-4.6734,-0.4859,1.4651,-0.8548,-0.9974,-1.9341,-0.3175,81.82,2.78,-58.09,-87.33,19.00,8.88,-120.00,-18.40,-23.51,120.00,-41.69,-6.40,1.1605,0.3692,-2.0813,1.8951,1.8715,0.6468,-10.0819,-0.1697,-0.6008,8.7498,-2.7115,-0.2163,0.50,0.00,0.00,0
61,1.3400,-0.2688,-0.0104,0.4028,-0.8868,0.0370,0.0700,1.7666,-0.1752,0.0450,-0.8977,0.1185,0.0876,1.8104,-0.2317,0.0585,-1.6064,-0.7503,-1.3480,-0.0170,-1.3411,-2.0815,-1.6381,0.8134,-0.2454,0.4734,0.7500,-0.1522,116.70,-1.70,-63.60,-108.48,8.56,6.51,-120.00,-21.00,-47.06,120.00,-41.01,-10.83,2.3514,0.2213,-2.1508,1.3841,1.1896,0.6219,-8.6820,-0.2740,-1.4598,9.6242,-2.1762,-0.5426,0.50,0.00,0.00,0
62,1.3600,-0.2678,-0.0133,0.4037,-0.8973,0.0507,0.0764,1.7604,-0.1729,0.0427,-0.9137,0.1289,0.0927,1.8097,-0.2234,0.0588,-0.2588,0.9776,0.3572,-0.4162,-0.6096,0.3333,-0.8035,0.8279,0.5607,-0.8145,-2.4815,-0.0648,87.72,-6.27,-47.69,-95.41,40.91,6.72,-120.00,-25.15,-31.97,120.00,-49.69,-11.31,1.3094,0.0236,-1.5970,1.6349,3.3348,0.4682,-9.6220,-0.4079,-0.9076,8.4929,-2.7411,-0.4859,0.50,0.00,0.00,0
63,1.3800,-0.2669,-0.0172,0.4027,-0.9185,0.0667,0.0781,1.7614,-0.1669,0.0435,-0.9377,0.1432,0.0935,1.8163,-0.2371,0.0612,0.3393,0.2528,0.3125,-0.8032,0.0542,-0.8341,0.2333,0.1356,0.3109,-0.4719,-0.1526,0.1163,99.08,7.01,-68.44,-112.25,20.42,11.25,-120.00,-25.14,-49.47,120.00,-34.51,-9.91,1.4032,0.6853,-2.3103,1.3175,2.1837,0.7257,-8.0869,-0.3527,-1.5316,9.3415,-1.8738,-0.3959,0.50,0.00,0.00,0
64,1.4000,-0.2663,-0.0191,0.4029,-0.9384,0.0745,0.0776,1.7599,-0.1823,0.0333,-0.9585,0.1513,0.0946,1.8169,-0.2329,0.0620,-0.1398,-0.1072,-0.0548,-0.6494,-0.6316,1.8472,-0.1652,0.1354,0.1562,-0.4576,0.3772,-0.0536,79.68,-10.71,-49.98,-97.84,17.08,3.17,-120.00,-21.16,-28.02,120.00,-42.61,-9.48,0.5331,0.1541,-1.5342,1.7184,1.6197,0.4865,-8.2443,-0.1657,-0.7438,7.9111,-2.2897,-0.3937,0.50,0.00,0.00,0
65,1.4200,-0.2655,-0.0212,0.4047,-0.9493,0.0822,0.0736,1.7539,-0.1796,0.0338,-0.9680,0.1587,0.0924,1.8098,-0.2252,0.0604,-1.2198,-0.9878,-1.8504,-0.2152,-1.6243,1.2493,-0.8542,0.5239,-0.5736,-0.2457,0.3941,-0.0955,120.00,-8.55,-71.54,-119.57,22.44,-6.97,-120.00,-18.66,-56.48,120.00,-33.91,-7.32,2.9071,0.1022,-2.4978,1.0187,2.2432,0.6927,-8.1851,-0.0608,-1.8591,9.9612,-1.6946,-0.2675,0.50,0.00,0.00,0
66,1.4400,-0.2651,-0.0236,0.4042,-0.9685,0.0938,0.0759,1.7522,-0.1757,0.0249,-0.9895,0.1677,0.0940,1.8123,-0.2345,0.0537,-0.4679,0.2897,-0.4283,-0.3164,1.1938,-5.9076,-0.4041,0.5002,-0.2033,-0.2186,-0.2391,-0.2506,82.60,-15.98,-41.97,-93.59,50.00,5.12,-120.00,-25.54,-24.12,120.00,-44.55,-9.73,0.7968,-0.0350,-1.3098,1.6395,3.4697,0.4057,-9.1231,-0.3104,-0.6699,7.6561,-2.5985,-0.4873,0.50,0.00,0.00,0
67,1.4600,-0.2648,-0.0262,0.4026,-0.9908,0.1051,0.0812,1.7512,-0.1673,0.0343,-1.0167,0.1759,0.0969,1.8207,-0.2251,0.0528,-1.5536,0.4580,0.4812,0.2961,3.9340,1.4576,-2.0793,0.4596,0.4733,0.8772,0.7747,0.1162,108.21,-3.45,-66.46,-110.73,18.93,4.12,-117.94,-30.31,-38.06,120.00,-31.97,-9.93,1.5661,0.4834,-2.1515,1.2811,1.5216,0.6162,-7.6595,-0.4561,-1.0802,8.7989,-1.4711,-0.4267,0.50,0.00,0.00,0
68,1.4800,-0.2640,-0.0288,0.4040,-0.9964,0.1172,0.0858,1.7422,-0.1578,0.0298,-1.0258,0.1858,0.1011,1.8175,-0.2298,0.0535,-0.8840,0.8022,0.6231,0.0627,-0.5079,0.2705,-1.1920,0.3018,0.2717,0.5553,-0.3202,-0.0277,103.37,-11.01,-56.54,-86.73,11.43,10.10,-115.26,-22.39,-25.52,120.00,-31.15,-8.82,1.4142,0.0775,-1.9447,1.8410,1.7471,0.6369,-7.4851,-0.0312,-0.6102,8.1902,-1.6831,-0.3775,0.50,0.00,0.00,0
69,1.5000,-0.2631,-0.0309,0.4058,-0.9955,0.1233,0.0883,1.7313,-0.1602,0.0259,-1.0279,0.1928,0.1050,1.8144,-0.2276,0.0536,-0.7273,-1.4147,-1.8839,-0.6615,-1.8240,-1.7226,-0.3914,0.3322,-0.4144,-0.2427,0.2676,0.0155,120.00,-7.14,-59.63,-105.95,16.75,10.56,-120.00,-19.29,-49.60,120.00,-34.80,-8.28,2.4509,0.2991,-1.9460,1.2589,1.8888,0.8018,-7.7942,0.0501,-1.5103,8.4880,-1.7923,-0.3403,0.50,0.00,0.00,0
70,1.5200,-0.2626,-0.0320,0.4060,-0.9986,0.1346,0.0993,1.7261,-0.1520,0.0327,-1.0370,0.1990,0.1119,1.8168,-0.2228,0.0530,-0.1445,0.4410,0.4183,-0.3214,0.0010,-0.1097,-0.3733,0.2554,0.2975,-0.0550,0.1502,-0.0386,91.39,-6.99,-53.39,-91.72,30.19,3.47,-120.00,-34.38,-24.06,114.78,-42.96,-11.04,1.0770,0.3191,-1.6759,1.6050,2.7786,0.5051,-8.4981,-0.5455,-0.4676,7.5049,-2.3234,-0.5307,0.50,0.00,0.00,0
71,1.5400,-0.2621,-0.0346,0.4048,-1.0082,0.1428,0.0971,1.7268,-0.1374,0.0298,-1.0473,0.2070,0.1096,1.8216,-0.2243,0.0491,-0.5886,0.4770,0.0421,0.3199,0.1777,-0.3651,-0.7094,0.3382,-0.1406,0.5472,0.7193,0.0145,116.20,11.63,-78.19,-120.00,9.03,11.18,-102.40,-33.54,-54.27,120.00,-21.19,-8.08,1.9348,1.1242,-2.7186,0.8034,1.5452,0.8388,-6.9845,-0.4660,-1.7502,9.3606,-0.8028,-0.3556,0.50,0.00,0.00,0
72,1.5600,-0.2614,-0.0359,0.4051,-1.0067,0.1504,0.0959,1.7252,-0.1429,0.0312,-1.0448,0.2123,0.1083,1.8206,-0.2250,0.0526,-0.4752,0.2310,-0.3191,0.3626,-0.3345,0.2291,-0.2329,0.4400,0.0713,0.7711,-0.0854,-0.3069,76.78,-7.96,-50.69,-97.68,7.12,5.76,-94.26,-27.80,-25.02,86.75,-29.93,-10.77,0.3850,0.3426,-1.6597,1.5265,1.2418,0.5439,-6.6102,-0.2137,-0.5493,6.8134,-1.6149,-0.5062,0.50,0.00,0.00,0
73,1.5800,-0.2608,-0.0380,0.4054,-1.0023,0.1558,0.0876,1.7239,-0.1325,0.0276,-1.0357,0.2175,0.1013,1.8177,-0.2267,0.0488,0.5179,0.0265,-0.6898,-0.1102,1.0624,-1.0047,0.7137,0.4815,-0.2082,0.0038,0.0897,-0.1779,120.00,-19.89,-71.37,-120.00,-1.69,7.17,-106.88,-22.16,-57.46,120.00,-22.51,-6.02,2.7140,0.0574,-2.4636,0.6244,1.4984,0.8125,-6.8649,0.0386,-1.9826,8.7064,-1.0286,-0.2192,0.50,0.00,0.00,0
74,1.6000,-0.2600,-0.0397,0.4050,-0.9990,0.1637,0.0848,1.7247,-0.1319,0.0271,-1.0310,0.2243,0.0979,1.8194,-0.2320,0.0464,0.2952,0.3138,0.0595,-0.1951,-0.2134,0.4695,0.2671,0.2075,-0.0842,-0.0490,0.2635,0.0635,77.85,-16.53,-51.97,-96.41,-5.73,4.38,-118.86,-27.38,-36.27,83.90,-27.99,-8.66,0.5952,0.0419,-1.7721,1.4876,0.4961,0.5611,-7.3785,-0.1364,-1.0771,6.7118,-1.3932,-0.3972,0.50,0.00,0.00,0
75,1.6200,-0.2597,-0.0403,0.4045,-0.9984,0.1699,0.0854,1.7253,-0.1301,0.0305,-1.0303,0.2278,0.0971,1.8204,-0.2252,0.0491,0.5871,0.1798,0.0208,-0.2213,-0.1647,1.0135,0.6506,0.0514,-0.0016,-0.2172,0.1675,0.1162,113.44,-10.61,-71.83,-120.00,-1.80,7.62,-110.31,-24.39,-62.27,120.00,-22.17,-6.05,2.0236,0.2823,-2.4941,0.7846,0.7489,0.7716,-7.0654,-0.0530,-2.0757,8.3330,-0.9322,-0.1846,0.50,0.00,0.00,0
76,1.6400,-0.2591,-0.0412,0.4047,-0.9988,0.1731,0.0796,1.7253,-0.1221,0.0373,-1.0263,0.2310,0.0929,1.8191,-0.2355,0.0484,-0.3000,0.3002,-0.3223,0.1512,0.0799,0.1137,-0.0301,0.1951,-0.3362,-0.0268,-0.0777,-0.0087,80.16,-11.97,-53.65,-97.90,-6.35,3.57,-105.07,-26.35,-36.98,90.93,-22.68,-6.93,0.5884,0.2240,-1.9092,1.4894,0.6504,0.5764,-6.8830,-0.1039,-1.1603,6.8837,-1.0791,-0.2694,0.50,0.00,0.00,0
77,1.6600,-0.2583,-0.0423,0.4064,-0.9878,0.1765,0.0765,1.7189,-0.1187,0.0236,-1.0134,0.2351,0.0914,1.8131,-0.2327,0.0478,0.7007,0.3323,0.0904,-0.2435,-0.3084,0.2427,0.7046,0.2363,0.0648,-0.2371,0.2092,-0.0389,111.88,-16.47,-68.51,-119.59,6.22,8.24,-110.20,-24.59,-60.58,120.00,-20.81,-5.17,2.0456,0.0962,-2.4196,0.8446,1.2843,0.6772,-6.9447,-0.0090,-2.0460,8.2560,-0.8775,-0.1615,0.50,0.00,0.00,0
78,1.6800,-0.2582,-0.0430,0.4049,-0.9925,0.1813,0.0722,1.7241,-0.1162,0.0236,-1.0157,0.2387,0.0870,1.8164,-0.2338,0.0484,0.4431,-0.0802,0.0384,-0.5730,-0.1239,0.2361,0.4991,-0.1244,0.0701,-0.3224,-0.3274,0.0622,80.18,-15.01,-52.52,-100.96,-1.60,4.21,-105.05,-27.19,-36.54,71.32,-22.84,-6.14,0.4941,0.1209,-1.8842,1.5157,0.8153,0.4692,-6.9816,-0.1246,-1.1881,6.4888,-1.1277,-0.1992,0.50,0.00,0.00,0
79,1.7000,-0.2575,-0.0441,0.4057,-0.9875,0.1828,0.0623,1.7227,-0.1139,0.0345,-1.0040,0.2410,0.0797,1.8112,-0.2355,0.0497,0.2101,1.0311,-0.0236,0.2666,0.8135,6.6142,0.6632,0.1448,-0.6546,-0.0060,0.1182,0.0548,120.00,1.20,-65.54,-120.00,12.16,13.64,-103.84,-27.21,-58.27,120.00,-15.58,-4.29,2.5542,0.5088,-2.8217,0.6332,1.5108,0.8446,-6.7058,-0.0990,-2.2027,8.7536,-0.5605,-0.0705,0.50,0.00,0.00,0
80,1.7200,-0.2573,-0.0445,0.4051,-0.9884,0.1865,0.0572,1.7260,-0.1109,0.0262,-1.0014,0.2435,0.0749,1.8112,-0.2321,0.0502,-0.1076,0.2438,-0.1566,0.0689,-0.1076,0.5822,0.0406,0.1438,-0.1580,-0.1297,0.1553,0.0172,71.81,-26.33,-37.54,-86.81,1.96,-0.36,-114.40,-28.29,-31.68,50.33,-28.38,-6.80,0.3368,-0.2753,-1.2990,1.7877,1.0603,0.1850,-7.1374,-0.1409,-0.9915,5.7602,-1.3911,-0.2489,0.50,0.00,0.00,0
81,1.7400,-0.2569,-0.0449,0.4049,-0.9888,0.1900,0.0511,1.7282,-0.1037,0.0349,-0.9975,0.2463,0.0699,1.8096,-0.2334,0.0485,0.4110,0.4496,0.1219,-0.2056,0.0067,-0.6792,0.4625,0.3088,0.0359,-0.3632,-0.5604,-0.0808,120.00,-5.50,-78.67,-120.00,9.93,12.41,-113.40,-25.95,-72.59,120.00,-14.83,-2.37,3.3271,0.5652,-3.0207,0.0886,1.6414,0.8462,-7.1432,-0.0139,-2.6676,9.5073,-0.6425,0.0213,0.50,0.00,0.00,0
82,1.7600,-0.2564,-0.0457,0.4050,-0.9918,0.1923,0.0443,1.7286,-0.1074,0.0355,-0.9963,0.2494,0.0651,1.8074,-0.2349,0.0493,-0.2156,1.2129,0.3441,0.3031,0.0991,6.5133,0.0719,0.3011,-0.3880,0.0710,-0.1372,-0.1204,65.80,-16.44,-22.10,-76.51,15.64,4.77,-116.95,-25.30,-22.03,37.88,-29.01,-5.78,-0.0690,-0.1750,-1.1102,2.0134,1.7592,0.2457,-7.2839,-0.0059,-0.7735,5.3999,-1.5025,-0.2058,0.50,0.00,0.00,0
83,1.7800,-0.2558,-0.0463,0.4051,-0.9936,0.1966,0.0405,1.7294,-0.0969,0.0398,-0.9957,0.2522,0.0611,1.8059,-0.2360,0.0490,0.2584,0.1109,-0.2408,-0.0093,0.0500,-0.3286,0.5200,-0.0962,-0.2618,-0.2111,-0.5482,-0.0117,120.00,-2.23,-88.50,-120.00,17.69,10.54,-118.92,-29.80,-80.50,120.00,-17.09,-2.05,4.1802,0.7606,-3.3469,-0.0886,2.2634,0.9083,-7.2983,-0.1426,-2.9680,10.2793,-0.8055,0.0531,0.50,0.00,0.00,0
84,1.8000,-0.2555,-0.0469,0.4051,-1.0037,0.1967,0.0334,1.7303,-0.1007,0.0196,-1.0022,0.2549,0.0569,1.8052,-0.2378,0.0496,-1.1522,-1.5514,-2.2298,-0.4702,-1.1021,-0.8309,-0.4364,0.1022,-0.8589,-0.5284,0.0974,0.0559,44.22,-24.76,-22.45,-70.62,15.20,0.23,-120.00,-26.80,-16.23,8.74,-31.53,-6.00,-0.8607,-0.1601,-0.7440,2.2232,1.9543,0.1254,-7.4380,-0.0325,-0.4132,4.6358,-1.6518,-0.1976,0.50,0.00,0.00,0
85,1.8200,-0.2549,-0.0473,0.4051,-1.0098,0.2028,0.0351,1.7303,-0.0980,0.0241,-1.0089,0.2586,0.0582,1.8054,-0.2365,0.0489,0.0683,-0.0236,0.1736,-0.2252,-0.0300,0.3750,-0.1504,0.2163,0.7414,-0.0143,-0.5638,-0.4539,120.00,-35.86,-54.89,-120.00,35.50,6.00,-111.38,-22.43,-78.33,120.00,-28.51,-2.61,4.4104,-0.5759,-2.0302,0.5048,3.3606,0.5199,-7.1518,0.1662,-2.8895,9.4372,-1.4162,0.0248,0.50,0.00,0.00,0
