step,time,x,y,z,qpos_hip_p_l,qpos_hip_r_l,qpos_hip_y_l,qpos_knee_p_l,qpos_ank_p_l,qpos_ank_r_l,qpos_hip_p_r,qpos_hip_r_r,qpos_hip_y_r,qpos_knee_p_r,qpos_ank_p_r,qpos_ank_r_r,qvel_hip_p_l,qvel_hip_r_l,qvel_hip_y_l,qvel_knee_p_l,qvel_ank_p_l,qvel_ank_r_l,qvel_hip_p_r,qvel_hip_r_r,qvel_hip_y_r,qvel_knee_p_r,qvel_ank_p_r,qvel_ank_r_r,tau_hip_p_l,tau_hip_r_l,tau_hip_y_l,tau_knee_p_l,tau_ank_p_l,tau_ank_r_l,tau_hip_p_r,tau_hip_r_r,tau_hip_y_r,tau_knee_p_r,tau_ank_p_r,tau_ank_r_r,action_hip_p_l,action_hip_r_l,action_hip_y_l,action_knee_p_l,action_ank_p_l,action_ank_r_l,action_hip_p_r,action_hip_r_r,action_hip_y_r,action_knee_p_r,action_ank_p_r,action_ank_r_r,cmd_vx,cmd_vy,cmd_vyaw,fall
299,1.7400,0.4239,0.1254,0.4986,-1.2763,0.0136,0.0394,1.6034,-0.3051,0.0987,-0.8520,0.0143,0.0466,1.4978,-0.6146,0.0527,0.5207,0.2809,0.2450,0.8635,-0.4348,1.6927,1.9895,0.0991,-0.0125,-1.9914,-1.0670,-0.4769,18.36,-0.60,-3.21,-23.11,-11.87,-8.53,-23.02,-3.91,2.08,-56.10,-16.99,-8.60,-2.8898,0.0773,0.0641,3.1045,-0.6930,0.1661,-2.6343,-0.0890,0.2451,1.4570,-2.4626,-0.4927,0.50,0.00,0.00,0
300,1.7600,0.4301,0.1368,0.4958,-1.2678,0.0127,0.0462,1.6225,-0.3152,0.1228,-0.8186,0.0132,0.0476,1.4760,-0.6021,0.0455,0.4005,-0.2374,0.3919,0.9618,-0.4921,0.9445,1.4175,-0.0964,0.1166,-0.5191,0.7055,-0.2679,16.61,-2.06,-2.93,-33.94,-13.72,-9.63,-19.71,0.10,-1.53,-35.21,-1.93,-8.45,-2.9456,-0.0622,0.1259,2.9063,-0.8724,0.0392,-2.4406,0.0419,0.1432,2.0906,-1.0002,-0.4326,0.50,0.00,0.00,0
301,1.7800,0.4354,0.1492,0.4918,-1.2611,-0.0016,0.0544,1.6405,-0.3261,0.1457,-0.7981,0.0088,0.0508,1.4679,-0.5678,0.0379,0.2841,-1.0105,0.4266,0.8457,-0.4680,1.0862,0.7244,-0.3518,0.2585,-0.0567,1.1577,-0.2229,23.20,-2.24,-10.39,-49.24,-18.13,-12.50,-25.29,5.07,-8.25,-13.48,16.79,-5.03,-2.6715,-0.2425,-0.1334,2.5568,-1.2085,-0.0364,-2.6833,0.1907,-0.0916,2.6912,0.5118,-0.2332,0.50,0.00,0.00,0
302,1.8000,0.4389,0.1621,0.4875,-1.2551,-0.0220,0.0625,1.6509,-0.3408,0.1990,-0.8099,-0.0040,0.0498,1.5044,-0.5270,0.0414,0.3444,-0.9579,0.2819,0.3310,-0.6443,2.7923,-1.0310,-0.5553,-0.1946,2.2584,2.3316,0.0522,33.83,6.33,-30.03,-76.01,-26.33,-18.36,-32.82,6.41,-16.19,6.35,30.02,-1.75,-2.2173,0.0170,-0.9032,1.8228,-1.8499,0.1202,-3.3039,0.1506,-0.4729,3.6756,1.7274,0.0648,0.50,0.00,0.00,0
303,1.8200,0.4405,0.1743,0.4842,-1.2475,-0.0379,0.0652,1.6493,-0.3379,0.2690,-0.8555,-0.0059,0.0346,1.5779,-0.4771,0.0495,0.4413,-0.7078,-0.0061,-0.3016,0.6619,3.2140,-2.8434,0.2676,-1.0682,3.8470,2.4056,0.3965,43.46,12.27,-49.36,-93.02,-31.39,-22.74,-42.16,9.85,-18.86,34.45,22.66,4.31,-1.7853,0.2300,-1.7098,1.2811,-1.9412,0.2367,-4.1283,0.4000,-0.7700,4.9184,1.4687,0.5618,0.50,0.00,0.00,0
304,1.8400,0.4404,0.1864,0.4817,-1.2490,-0.0565,0.0630,1.6523,-0.3501,0.2993,-0.9208,0.0024,0.0189,1.6466,-0.4804,0.0484,-0.3036,-1.0919,-0.1656,0.2952,-1.2863,0.7711,-3.5313,0.4279,-0.6848,3.0062,-0.1576,-0.0488,23.66,14.50,-51.27,-88.12,-31.68,-19.30,-28.25,-2.20,-2.30,26.33,-2.56,-0.62,-2.6924,0.1925,-1.8229,1.4957,-2.3407,0.0782,-3.9433,-0.0126,-0.1223,4.8779,-0.7222,0.1431,0.50,0.00,0.00,0
305,1.8600,0.4395,0.1998,0.4804,-1.2511,-0.0839,0.0605,1.6547,-0.3739,0.2938,-0.9841,0.0085,0.0116,1.6898,-0.4909,0.0489,0.1036,-1.5160,-0.0882,-0.0672,-1.1896,-0.5964,-2.9150,0.2002,-0.2046,1.7214,-0.5160,0.0158,18.32,15.42,-44.67,-94.33,-29.85,-20.18,-11.04,-3.86,2.87,19.87,-5.47,-0.00,-2.8637,0.0538,-1.5596,1.3009,-2.3131,-0.2797,-3.4292,-0.0871,0.1263,4.7138,-1.0277,0.1988,0.50,0.00,0.00,0
306,1.8800,0.4385,0.2143,0.4806,-1.2460,-0.1089,0.0605,1.6525,-0.4016,0.2671,-1.0354,0.0140,0.0115,1.7113,-0.5044,0.0487,0.4270,-1.0499,0.0750,-0.2153,-1.5143,-1.4762,-2.3287,0.2482,0.0584,0.7804,-0.6566,-0.0119,16.79,21.17,-44.89,-84.08,-27.11,-18.14,-9.20,-5.01,5.78,12.09,-6.76,-0.27,-2.8541,0.2449,-1.5449,1.5454,-2.3014,-0.4255,-3.4716,-0.1051,0.2849,4.4712,-1.1950,0.1747,0.50,0.00,0.00,0
307,1.9000,0.4374,0.2297,0.4817,-1.2372,-0.1209,0.0653,1.6512,-0.4544,0.2343,-1.0757,0.0186,0.0121,1.7220,-0.5182,0.0473,0.5172,-0.2799,0.3617,-0.0825,-3.0954,-1.6864,-1.7668,0.1988,0.0202,0.4112,-0.6691,-0.0648,6.36,21.66,-39.43,-83.76,-25.79,-16.80,-1.81,-3.78,4.11,11.15,-6.61,-0.76,-3.2205,0.3304,-1.2647,1.5640,-2.7236,-0.5075,-3.2526,-0.0451,0.2159,4.4393,-1.2428,0.1262,0.50,0.00,0.00,0
308,1.9200,0.4358,0.2456,0.4834,-1.2264,-0.1173,0.0758,1.6461,-0.5147,0.2028,-1.1072,0.0205,0.0104,1.7307,-0.5290,0.0455,0.5802,0.4893,0.6314,-0.4271,-2.8474,-1.4734,-1.3874,0.0525,-0.1097,0.4237,-0.5194,-0.0851,-6.04,20.81,-37.65,-82.88,-21.48,-14.37,3.94,-4.02,2.55,12.82,-4.92,-0.96,-3.6610,0.4281,-1.1096,1.5261,-2.6472,-0.4344,-3.0891,-0.0695,0.1274,4.5187,-1.1443,0.1013,0.50,0.00,0.00,0
309,1.9400,0.4334,0.2620,0.4854,-1.2129,-0.0994,0.0914,1.6296,-0.5563,0.1832,-1.1276,0.0205,0.0094,1.7337,-0.5414,0.0416,0.6985,1.1395,0.8633,-1.0436,-1.6248,-0.8054,-0.7623,-0.0514,-0.0146,0.0521,-0.5996,-0.1824,-14.27,19.20,-35.51,-76.14,-18.00,-12.14,9.66,-5.29,4.55,9.50,-5.55,-1.98,-3.9154,0.5375,-0.9256,1.5620,-2.3522,-0.2352,-2.8485,-0.1355,0.2167,4.3957,-1.2521,-0.0008,0.50,0.00,0.00,0
310,1.9600,0.4305,0.2790,0.4873,-1.1966,-0.0722,0.1105,1.6057,-0.5791,0.1668,-1.1322,0.0179,0.0120,1.7318,-0.5559,0.0367,0.8447,1.4606,0.9879,-1.2614,-0.9193,-0.8058,0.1415,-0.2009,0.1953,-0.1281,-0.6922,-0.2372,-11.66,16.74,-34.27,-60.73,-15.18,-9.95,11.82,-7.68,7.71,7.74,-6.40,-2.57,-3.7243,0.6011,-0.7786,1.8461,-2.1103,-0.1512,-2.6465,-0.2642,0.3844,4.3171,-1.3843,-0.0702,0.50,0.00,0.00,0
311,1.9800,0.4278,0.2964,0.4887,-1.1759,-0.0418,0.1304,1.5792,-0.5866,0.1451,-1.1167,0.0137,0.0169,1.7228,-0.5708,0.0299,1.1167,1.4941,0.9814,-1.3246,-0.1968,-1.1020,1.1639,-0.2353,0.2698,-0.5098,-0.7137,-0.3268,-2.36,11.97,-30.34,-45.17,-12.32,-8.04,6.68,-6.36,6.78,1.91,-6.79,-3.41,-3.2296,0.5416,-0.5415,2.1452,-1.8076,-0.1693,-2.6338,-0.2348,0.3795,4.0775,-1.4743,-0.1709,0.50,0.00,0.00,0
312,2.0000,0.4255,0.3143,0.4891,-1.1509,-0.0131,0.1496,1.5526,-0.5793,0.1163,-1.0850,0.0104,0.0205,1.7078,-0.5843,0.0212,1.2926,1.3113,0.9286,-1.2941,0.4922,-1.4062,1.8039,-0.1251,0.1314,-0.7598,-0.6447,-0.4142,5.09,6.28,-23.91,-34.23,-10.51,-6.75,-1.95,-1.74,2.05,-3.10,-6.39,-4.17,-2.8035,0.4039,-0.2153,2.3330,-1.5222,-0.2605,-2.7488,-0.0480,0.1855,3.8511,-1.4883,-0.2735,0.50,0.00,0.00,0
313,2.0200,0.4237,0.3329,0.4878,-1.1223,0.0095,0.1684,1.5259,-0.5639,0.0911,-1.0449,0.0087,0.0214,1.6895,-0.5968,0.0112,1.4611,0.9456,0.9351,-1.2886,0.7824,-1.1323,2.0493,-0.0548,-0.0000,-0.8862,-0.5991,-0.4729,13.53,3.40,-21.40,-27.68,-10.06,-6.51,-11.18,0.13,-0.54,-7.03,-6.23,-4.71,-2.3250,0.3254,-0.0394,2.4016,-1.3713,-0.2927,-2.9146,0.0311,0.0648,3.6569,-1.5190,-0.3609,0.50,0.00,0.00,0
314,2.0400,0.4219,0.3525,0.4844,-1.0900,0.0236,0.1884,1.4975,-0.5463,0.0806,-1.0046,0.0072,0.0205,1.6703,-0.6091,0.0017,1.6246,0.4993,1.0173,-1.4105,0.8343,-0.3714,1.8939,-0.0683,-0.0581,-0.9105,-0.5886,-0.4525,20.33,4.15,-24.20,-27.79,-11.01,-7.36,-19.74,-0.37,-1.08,-9.47,-6.39,-4.51,-1.8983,0.3437,-0.0597,2.2698,-1.3532,-0.2404,-3.1142,0.0033,0.0307,3.5119,-1.5767,-0.3813,0.50,0.00,0.00,0
315,2.0600,0.4200,0.3733,0.4790,-1.0555,0.0291,0.2094,1.4672,-0.5334,0.0869,-0.9703,0.0051,0.0182,1.6493,-0.6205,-0.0052,1.7030,0.0952,1.0400,-1.4814,0.4952,0.3634,1.4871,-0.1008,-0.1326,-1.0254,-0.5444,-0.3336,26.53,7.78,-31.62,-28.34,-12.10,-8.25,-26.88,-2.40,-0.71,-12.41,-6.16,-3.36,-1.4992,0.4482,-0.2684,2.1248,-1.4374,-0.1272,-3.3207,-0.0914,0.0248,3.3354,-1.5983,-0.3093,0.50,0.00,0.00,0
316,2.0800,0.4178,0.3950,0.4716,-1.0217,0.0268,0.2284,1.4384,-0.5318,0.1022,-0.9464,0.0037,0.0147,1.6294,-0.6302,-0.0101,1.6217,-0.2761,0.8669,-1.3521,-0.1417,0.6871,0.9249,-0.0425,-0.2018,-0.9235,-0.4688,-0.2328,29.91,12.26,-39.95,-27.53,-12.27,-8.47,-29.88,-3.82,0.14,-11.82,-5.49,-2.40,-1.2407,0.5610,-0.5491,2.0470,-1.5646,-0.0144,-3.4299,-0.1456,0.0344,3.2840,-1.5777,-0.2455,0.50,0.00,0.00,0
317,2.1000,0.4152,0.4174,0.4623,-0.9894,0.0174,0.2436,1.4119,-0.5423,0.1207,-0.9339,0.0034,0.0118,1.6142,-0.6376,-0.0123,1.5706,-0.6040,0.6436,-1.2671,-0.6973,0.7770,0.3867,0.0005,-0.1308,-0.6698,-0.3539,-0.1100,30.21,17.43,-46.16,-30.01,-12.57,-8.87,-29.39,-5.75,2.83,-8.78,-4.33,-1.24,-1.1081,0.6792,-0.7697,1.8863,-1.7358,0.0514,-3.4442,-0.2171,0.1409,3.3366,-1.5077,-0.1533,0.50,0.00,0.00,0
318,2.1200,0.4122,0.4416,0.4514,-0.9577,-0.0046,0.2539,1.3878,-0.5659,0.0992,-0.9236,-0.0014,0.0072,1.5847,-0.6505,-0.0155,1.6204,-1.4379,0.4249,-1.2494,-1.5298,-1.5657,0.4242,-0.3006,-0.2079,-1.6570,-0.6254,-0.1527,26.03,9.21,-33.06,-37.91,-14.94,-10.22,-26.14,-2.69,-1.88,-18.50,-7.00,-1.55,-1.1448,0.1412,-0.2400,1.5864,-2.1410,-0.5783,-3.2695,-0.1588,-0.0797,2.8374,-1.7901,-0.1953,0.50,0.00,0.00,0
319,2.1400,0.4091,0.4676,0.4385,-0.9250,-0.0434,0.2607,1.3579,-0.6014,0.0236,-0.9131,-0.0032,0.0117,1.5466,-0.6628,-0.0187,1.7965,-2.3612,0.0909,-2.1114,-2.3950,-4.6784,0.5005,-0.0335,0.3472,-1.8623,-0.5910,-0.1583,11.79,4.39,-21.68,-27.05,-9.79,-6.30,-12.80,2.16,2.46,-17.10,-6.29,-1.57,-1.5827,-0.3253,0.2464,1.7154,-2.0069,-1.0469,-2.6837,0.0665,0.1952,2.6922,-1.7850,-0.2100,0.50,0.00,0.00,0
320,2.1600,0.4054,0.4932,0.4220,-0.9109,-0.0866,0.2520,1.3489,-0.6050,-0.0541,-0.9074,0.0034,0.0276,1.5097,-0.6700,-0.0287,0.0433,-1.9583,-0.5409,0.4632,0.6890,-3.2694,0.1446,0.3612,0.8832,-1.7680,-0.3517,-0.4820,-11.42,14.86,-14.41,4.62,1.19,1.65,2.89,-6.45,16.44,-14.63,-3.53,-5.06,-2.6790,-0.0772,0.2895,2.7576,-0.8270,-0.7599,-2.0897,-0.1878,0.9037,2.6246,-1.5835,-0.5457,0.50,0.00,0.00,0
321,2.1800,0.4008,0.5170,0.4018,-0.9301,-0.1189,0.2314,1.3929,-0.5745,-0.0600,-0.9014,0.0062,0.0481,1.4564,-0.6822,-0.0486,-1.5056,-1.3678,-1.3942,3.0639,1.7569,0.2917,0.3009,-0.0503,1.1592,-2.8276,-0.5889,-0.9488,-7.90,24.74,-20.77,3.47,-0.29,0.86,2.29,-20.10,25.01,-24.90,-6.00,-9.92,-2.8529,0.3002,-0.0967,3.2332,-0.5801,-0.1312,-2.0667,-0.7802,1.3646,2.0049,-1.8429,-1.0391,0.50,0.00,0.00,0
322,2.2000,0.3956,0.5399,0.3789,-0.9474,-0.1252,0.2344,1.4206,-0.5875,-0.0261,-0.8943,-0.0040,0.0549,1.4016,-0.6827,-0.0658,-0.5195,0.3654,0.7999,0.3707,-1.5378,1.7938,0.3398,-0.5454,0.1422,-2.5306,-0.0294,-0.8119,-2.58,32.29,-38.53,-15.03,-1.84,1.04,-2.11,-19.90,10.79,-18.60,-0.46,-8.42,-2.5800,0.8212,-0.5116,2.5440,-1.3629,0.3061,-2.2092,-0.8969,0.6755,1.9863,-1.3675,-0.9823,0.50,0.00,0.00,0
323,2.2200,0.3907,0.5621,0.3543,-0.9437,-0.1118,0.2506,1.4173,-0.6182,0.0102,-0.8919,-0.0106,0.0557,1.3737,-0.6733,-0.0772,0.5096,0.8713,0.8430,-0.3635,-1.1959,1.8745,0.0890,-0.2198,-0.0622,-0.9714,0.4548,-0.5475,17.53,23.34,-46.75,-12.10,-2.58,-1.91,-14.61,-11.03,5.58,-6.53,4.13,-5.70,-1.6010,0.6147,-0.7350,2.5044,-1.4922,0.2765,-2.7388,-0.5203,0.4392,2.3921,-0.9300,-0.7949,0.50,0.00,0.00,0
324,2.2400,0.3863,0.5847,0.3283,-0.9228,-0.0955,0.2661,1.3978,-0.6250,0.0463,-0.8955,-0.0116,0.0502,1.3732,-0.6671,-0.0765,1.3522,0.7560,0.6280,-1.2821,0.0686,1.5836,-0.2642,0.0919,-0.4013,0.2556,0.3074,0.0252,34.49,15.35,-47.27,-18.13,-6.58,-5.57,-29.13,0.61,-2.99,0.84,2.28,0.19,-0.7144,0.3496,-0.7248,2.1530,-1.5337,0.1323,-3.3860,-0.0122,0.0236,2.7447,-1.0566,-0.2888,0.50,0.00,0.00,0
325,2.2600,0.3821,0.6099,0.3002,-0.8655,-0.1014,0.2825,1.2985,-0.6182,0.0278,-0.9093,-0.0140,0.0404,1.3931,-0.6615,-0.0681,3.6743,-0.8595,0.9709,-6.8862,0.3408,-1.4588,-0.9606,-0.0567,-0.5297,1.1661,0.2737,0.3943,36.53,-2.76,-37.53,-22.64,-8.13,-7.37,-38.78,11.53,-11.49,5.51,1.65,4.09,-0.0814,-0.5923,-0.1162,1.0109,-1.4530,-0.4419,-3.9231,0.3889,-0.3805,3.0635,-1.0834,0.0768,0.50,0.00,0.00,0
326,0.1000,0.0020,-0.0006,0.6538,-0.3771,0.0047,-0.0036,0.7767,-0.3907,-0.0013,-0.3703,0.0048,-0.0033,0.7629,-0.3691,-0.0003,0.1152,0.3637,-0.2522,2.0295,-1.3246,-0.0943,0.5478,0.3672,-0.2384,1.3004,-1.1212,-0.0170,-1.33,-5.35,-9.87,-0.10,-2.53,0.67,-11.78,21.72,-6.95,16.62,9.37,8.62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.50,0.00,0.00,1
327,0.1200,0.0056,-0.0015,0.6500,-0.3810,0.0122,-0.0070,0.8221,-0.4193,-0.0031,-0.3769,0.0092,-0.0085,0.8131,-0.3965,0.0045,-0.2705,0.3585,-0.1505,2.3374,-1.4630,-0.1001,-0.4428,0.1521,-0.2868,2.4366,-1.4153,0.2954,-0.72,27.82,-17.68,-31.57,-11.54,3.66,-8.60,-10.56,1.27,21.33,-10.98,3.85,-0.1936,1.2168,-0.7592,-0.0608,-1.3261,0.2126,-0.5187,-0.3611,-0.0277,1.3337,-1.1902,0.3326,0.50,0.00,0.00,0
328,0.1400,0.0096,-0.0023,0.6462,-0.3810,0.0181,-0.0050,0.8578,-0.4444,-0.0048,-0.3901,0.0097,-0.0079,0.8629,-0.4228,0.0094,0.2133,0.2490,0.2592,1.3749,-1.1076,-0.0762,-0.7077,-0.1330,0.0654,2.3191,-1.2338,0.1861,-2.15,32.42,-23.40,-57.79,-18.96,4.22,-16.00,-9.14,3.71,17.61,-10.05,2.80,-0.1842,1.4078,-0.9215,-0.7265,-1.8605,0.2473,-0.9072,-0.3399,0.1285,1.4170,-1.1965,0.2600,0.50,0.00,0.00,0
329,0.1600,0.0136,-0.0030,0.6429,-0.3784,0.0218,0.0020,0.8828,-0.4653,-0.0063,-0.4078,0.0045,-0.0031,0.8978,-0.4414,0.0156,0.0725,0.1432,0.4146,1.1551,-0.9980,-0.0789,-1.0583,-0.3700,0.2910,1.4688,-0.9022,0.2894,0.07,25.60,-23.41,-46.46,-11.65,1.51,-17.89,-7.82,4.48,10.55,-9.71,2.83,-0.0982,1.1342,-0.8675,-0.3603,-1.4309,0.0607,-1.1020,-0.3477,0.2099,1.2630,-1.1876,0.3070,0.50,0.00,0.00,0
330,0.1800,0.0180,-0.0040,0.6394,-0.3757,0.0245,0.0109,0.9042,-0.4850,-0.0082,-0.4304,-0.0059,-0.0019,0.9216,-0.4584,0.0226,0.2063,0.1319,0.4691,0.9913,-0.9809,-0.1110,-1.2194,-0.5650,0.0250,1.2604,-0.5901,0.1576,9.53,27.64,-26.75,-39.60,-4.89,4.52,-18.82,-7.33,1.11,6.85,-9.06,3.52,0.3061,1.2238,-0.9557,-0.1121,-1.0549,0.2488,-1.2523,-0.3992,0.0456,1.1958,-1.2030,0.3949,0.50,0.00,0.00,0
331,0.2000,0.0235,-0.0058,0.6364,-0.3659,0.0283,0.0190,0.9200,-0.5041,-0.0111,-0.4489,-0.0165,-0.0054,0.9559,-0.4702,0.0254,0.6781,0.2316,0.3618,0.6516,-0.9373,-0.1826,-0.6767,-0.4424,-0.2049,1.6470,-0.4692,0.0692,10.36,23.42,-24.98,-36.70,0.78,5.60,-19.02,-1.09,-2.91,2.31,-10.14,3.77,0.4476,1.0837,-0.8666,-0.0129,-0.7453,0.2949,-1.2629,-0.1774,-0.1663,1.2689,-1.2609,0.3724,0.50,0.00,0.00,0
332,0.2200,0.0302,-0.0083,0.6337,-0.3493,0.0328,0.0258,0.9298,-0.5219,-0.0153,-0.4573,-0.0219,-0.0057,0.9820,-0.4841,0.0272,0.9144,0.2111,0.3070,0.3754,-0.8548,-0.2294,-0.2590,-0.2095,-0.0057,1.0253,-0.6730,0.0675,8.69,15.89,-20.67,-31.53,10.14,4.86,-19.87,2.61,-2.07,-0.14,-9.36,2.10,0.4883,0.8000,-0.6763,0.1276,-0.1766,0.2198,-1.2628,-0.0158,-0.1047,1.2509,-1.3232,0.2847,0.50,0.00,0.00,0
333,0.2400,0.0369,-0.0112,0.6307,-0.3367,0.0361,0.0283,0.9427,-0.5388,-0.0203,-0.4651,-0.0246,-0.0041,1.0084,-0.4967,0.0267,0.5039,0.1497,0.0259,0.7523,-0.8681,-0.2577,-0.3251,-0.1004,0.0902,1.2029,-0.8197,0.1642,9.63,14.70,-14.92,-13.35,28.00,4.21,-18.31,1.90,0.06,-3.86,-10.18,1.80,0.5181,0.7543,-0.4772,0.7077,0.9461,0.1507,-1.2555,-0.0424,-0.0045,1.3267,-1.3523,0.2025,0.50,0.00,0.00,0
334,0.2600,0.0427,-0.0146,0.6272,-0.3518,0.0378,0.0247,0.9978,-0.5335,-0.0261,-0.4731,-0.0265,-0.0013,1.0330,-0.5060,0.0246,-1.2965,0.0472,-0.2144,3.7298,1.0212,-0.2913,-0.1926,-0.0740,0.1916,0.8834,-0.6037,-0.0203,22.27,13.90,-10.12,-0.24,50.00,4.03,-20.01,2.07,1.53,-5.85,-7.96,0.42,0.6968,0.7166,-0.3395,1.6344,2.8204,0.1089,-1.3313,-0.0362,0.0793,1.3132,-1.2903,0.1515,0.50,0.00,0.00,0
335,0.2800,0.0481,-0.0181,0.6237,-0.3936,0.0382,0.0191,1.0961,-0.4906,-0.0322,-0.4767,-0.0246,0.0047,1.0537,-0.5064,0.0213,-2.2766,-0.0119,-0.2575,5.2472,2.8624,-0.3100,-0.0234,0.1276,0.2692,1.0979,-0.1363,-0.2435,19.19,12.79,-9.14,-11.60,43.79,4.44,-19.89,4.01,4.28,-11.78,-5.71,0.42,0.2450,0.6632,-0.3318,1.9343,2.8811,0.1078,-1.3035,0.0821,0.2343,1.2189,-1.0096,0.0668,0.50,0.00,0.00,0
336,0.3000,0.0534,-0.0219,0.6208,-0.4433,0.0362,0.0088,1.2016,-0.4197,-0.0377,-0.4775,-0.0204,0.0095,1.0750,-0.5174,0.0161,-2.3737,-0.1094,-0.5578,4.9354,3.8940,-0.2522,0.0346,0.2802,0.2653,0.9177,-0.7656,-0.2771,11.91,11.11,-11.27,-17.52,26.53,5.81,-18.59,-1.62,10.06,-23.53,3.11,-0.21,-0.2671,0.5721,-0.5019,2.1736,2.2292,0.1878,-1.2523,-0.1070,0.4789,0.9931,-0.6036,-0.0024,0.50,0.00,0.00,0
337,0.3200,0.0583,-0.0259,0.6186,-0.5016,0.0279,-0.0158,1.3054,-0.3212,-0.0460,-0.4773,-0.0120,0.0132,1.0883,-0.5334,0.0103,-2.9668,-0.5726,-1.4773,4.9425,5.3623,-0.3008,0.0590,0.5280,0.1707,0.4604,-0.7665,-0.3008,-0.00,3.86,-6.29,-12.21,12.57,5.03,-5.45,-3.69,15.25,-29.19,20.75,-1.01,-1.0639,0.1833,-0.5364,2.7303,1.9748,0.0873,-0.7218,-0.1190,0.6870,0.8385,0.5002,-0.0834,0.50,0.00,0.00,0
338,0.3400,0.0619,-0.0291,0.6170,-0.5861,0.0093,-0.0462,1.4251,-0.1572,-0.0708,-0.4806,-0.0008,0.0212,1.0986,-0.5460,0.0040,-4.6254,-1.1736,-1.3433,5.9380,9.3886,-1.1546,-0.0281,0.5763,0.5967,0.3100,-0.5727,-0.3222,-33.10,-15.42,13.16,-11.49,1.25,-1.38,36.76,-12.39,25.57,-13.07,46.69,-3.16,-2.9704,-0.7478,0.1229,3.3623,2.6225,-0.5723,0.9349,-0.4095,1.1936,1.2928,2.2184,-0.2570,0.50,0.00,0.00,0
339,0.3600,0.0643,-0.0311,0.6145,-0.7022,-0.0079,-0.0498,1.5687,-0.0987,-0.0916,-0.4956,0.0051,0.0256,1.1218,-0.5541,-0.0020,-6.1801,-0.7191,0.5681,7.1640,0.0665,-0.9067,-0.7780,0.1660,0.1417,1.3267,-0.3596,-0.2790,-36.76,-5.31,12.04,-11.67,-7.17,-0.28,45.01,-23.35,19.14,9.13,41.66,-2.58,-3.8170,-0.3551,0.3472,4.0799,0.6079,-0.5648,1.0919,-0.8845,0.8901,2.0980,1.8927,-0.2347,0.50,0.00,0.00,0
340,0.3800,0.0673,-0.0326,0.6116,-0.8134,-0.0120,-0.0256,1.6685,-0.1535,-0.0906,-0.5032,0.0074,0.0249,1.1405,-0.5635,-0.0071,-5.0707,0.0660,1.5251,3.2204,-3.6799,0.1738,-0.1408,0.0963,-0.0968,0.7999,-0.5384,-0.2394,-21.48,2.62,1.32,-24.88,-2.79,-0.16,28.15,-18.22,14.16,-2.59,36.38,-4.52,-3.5012,0.0606,0.1757,3.6648,-0.0962,-0.3377,0.4848,-0.6840,0.6532,1.7951,1.4697,-0.3764,0.50,0.00,0.00,0
341,0.4000,0.0709,-0.0338,0.6088,-0.9065,-0.0131,0.0002,1.6924,-0.2356,-0.0830,-0.5027,0.0072,0.0212,1.1481,-0.5795,-0.0114,-4.3455,-0.1139,1.0824,-0.2430,-3.9723,0.3595,0.0116,-0.0189,-0.1781,0.2872,-0.9983,-0.2021,-7.91,3.99,-6.92,-14.36,0.16,0.14,2.14,-21.77,12.40,-17.35,22.45,-5.03,-3.2138,0.0909,-0.1037,3.5936,-0.3110,-0.2508,-0.5217,-0.8457,0.5524,1.3657,0.3944,-0.4207,0.50,0.00,0.00,0
342,0.4200,0.0741,-0.0348,0.6052,-0.9811,-0.0158,0.0124,1.6495,-0.3059,-0.0707,-0.5087,0.0077,0.0182,1.1601,-0.6018,-0.0151,-3.2436,-0.0881,0.1987,-3.3125,-3.0855,0.5880,-0.5941,0.1362,-0.1220,1.0276,-1.0592,-0.1703,7.28,6.86,-10.21,-3.72,1.18,0.20,-12.48,-19.33,5.09,-22.68,9.41,-2.33,-2.7429,0.1954,-0.3138,3.3089,-0.3572,-0.1528,-1.2221,-0.7263,0.2582,1.3602,-0.5882,-0.2491,0.50,0.00,0.00,0
343,0.4400,0.0779,-0.0360,0.6014,-1.0284,-0.0138,0.0122,1.5673,-0.3517,-0.0604,-0.5157,0.0125,0.0157,1.1789,-0.6213,-0.0182,-1.7975,0.2403,-0.1743,-4.3426,-1.8065,0.4379,-0.1795,0.3252,-0.1382,0.8862,-0.9229,-0.1421,14.88,5.28,-4.97,12.72,1.83,0.01,-14.63,-21.73,6.05,-32.34,7.65,-2.78,-2.4085,0.1879,-0.1706,3.2621,-0.2485,-0.1536,-1.2809,-0.7725,0.2847,1.1651,-0.7534,-0.2863,0.50,0.00,0.00,0
344,0.4600,0.0832,-0.0372,0.5976,-1.0539,-0.0119,0.0090,1.4776,-0.3558,-0.0653,-0.5145,0.0182,0.0121,1.1944,-0.6394,-0.0207,-0.9614,0.0226,-0.1269,-4.2245,0.4353,-0.3301,0.2226,0.2726,-0.2178,0.7173,-0.9052,-0.1078,8.74,-2.92,2.92,17.22,1.55,-0.06,-12.29,-22.32,8.72,-41.10,9.58,-4.84,-2.6204,-0.1597,0.1321,3.0256,0.1514,-0.3302,-1.1208,-0.7784,0.3657,0.9728,-0.6924,-0.4269,0.50,0.00,0.00,0
